citation,ref_year,ref_author,reference_id
"Luzietti, E.A., Kanter, L.R., Schweig, E.S., Shedlock, K.M., and VanArsdale, R.B., 1992, Shallow deformation along the Crittenden County fault zone near the southeastern boundary of the Reelfoot rift, northeast Arkansas, <i>in</i> Johnston, A.C., Shedlock, K.M., Herrmann, R.B., and Hopper, M.G., eds., New Madrid special issue: Seismological Research Letters, v. 63, p. 263-275.",1992,"Luzietti, E.A., Kanter, L.R., Schweig, E.S., Shedlock, K.M., and VanArsdale, R.B.",1023
"McKeown, F.A., 1982, Overview and discussion, <i>in</i> McKeown, F.A., and Pakiser, L.C., eds., Investigations of the New Madrid, Missouri, earthquake region: U.S. Geological Survey Professional Paper 1236, p. 1-14.",1982,"McKeown, F.A.",1023
"Bear, G.W., Rupp, J.A., and Rudman, A.J., 1997, Seismic interpretation of the deep structure of the Wabash Valley fault system: Seismological Research Letters, v. 68, no. 4, p. 624-640.",1997,"Bear, G.W., Rupp, J.A., and Rudman, A.J.",1024
"Braile, L.W., Keller, G.R., Hinze, W.J., and Lidiak, E.G., 1982, An ancient rift complex and its relation to contemporary seismicity in the New Madrid seismic zone: Tectonics, v. 1, p. 225-237.",1982,"Braile, L.W., Keller, G.R., Hinze, W.J., and Lidiak, E.G.",1024
"Bristol, H.M., and Treworgy, J.D., 1979, The Wabash Valley fault system in southeastern Illinois: Illinois State Geological Survey Circular 509, 19 p.",1979,"Bristol, H.M., and Treworgy, J.D.",1024
"Hajic, E.R., Wiant, M.D., and Oliver, J.J., 1995, Distribution and dating of prehistoric earthquake liquefaction in southeastern Illinois, Central U.S.: Final Report to the U.S. Geological Survey, 33 p.",1995,"Hajic, E.R., Wiant, M.D., and Oliver, J.J.",1024
"Herrmann, R.B., 1979, Surface wave focal mechanisms for eastern North American earthquakes with tectonic implications: Journal of Geophysical Research, v. 84, no. B7, p. 3543-3552.",1979,"Herrmann, R.B.",1024
"Hildenbrand, T.G., and Ravat, D., 1997, Geophysical setting of the Wabash Valley fault system: Seismological Research Letters, v. 68, no. 4, p. 567-585.",1997,"Hildenbrand, T.G., and Ravat, D.",1024
"Langer, C.J., and Bollinger, G.A., 1991, The southeastern Illinois earthquake of 10 June 1987—The later aftershocks: Bulletin of the Seismological Society of America, v. 81, p. 423-445.",1991,"Langer, C.J., and Bollinger, G.A.",1024
"McBride, J.H., Sargent, M.L., and Potter, C.J., 1996, Investigating possible earthquake-related structure beneath the southern Illinois basin from seismic reflection: Seismological Research Letters, v. 67, no. 4, p. 641-649.",1996,"McBride, J.H., Sargent, M.L., and Potter, C.J.",1024
"McNulty, W.E., and Obermeier, S.F., 1999, Liquefaction evidence for at least two strong Holocene paleo-earthquakes in central and southwestern Illinois, USA: Environmental & Engineering Geoscience, v. 5, no. 2, p. 133-146.",1999,"McNulty, W.E., and Obermeier, S.F.",1024
"Munson, P.J., and Munson, C.A., 1996, Paleoliquefaction evidence for recurrent strong earthquakes since 20,000 yr BP in the Wabash Valley area of Indiana: U.S. Geological Survey Final Report, 137 p.",1996,"Munson, P.J., and Munson, C.A.",1024
"Munson, P.J., Munson, C.A., Bleuer, N.K., and Labitzke, M.D., 1992, Distribution and dating of prehistoric earthquake liquefaction in the Wabash Valley of the Central U.S., <i>in</i> Johnston, A.C., Shedlock, K.M., Herrmann, R.B., and Hopper, M.G., eds., New Madrid special issue: Seismological Research Letters, v. 63, p. 337-342.",1992,"Munson, P.J., Munson, C.A., Bleuer, N.K., and Labitzke, M.D.",1024
"Munson, P.J., Obermeier, S.F., Munson, C.A., and Hajic, E.R., 1997, Liquefaction evidence for Holocene and latest Pleistocene seismicity in the southern halves of Indiana and Illinois—A preliminary overview: Seismological Research Letters, v. 68, no. 4, p. 521-536.",1997,"Munson, P.J., Obermeier, S.F., Munson, C.A., and Hajic, E.R.",1024
"Nelson, W.J., 1996, Late Tertiary/Quaternary tectonism in southernmost Illinois [Abs]: Seismological Research Letters, v. 67, no. 2, p. 48.",1996,"Nelson, W.J.",1024
"Nuttli, O.W., 1979, Seismicity of the Central United States, <i>in</i> Hatheway, A.W., and McClure, C.R., Jr., eds., Geology in the siting of nuclear power plants: Geological Society of America Reviews in Engineering Geology, v. 4, p. 67-93.",1979,"Nuttli, O.W.",1024
"Obermeier, S.F., 1997, Overview of liquefaction evidence for strong earthquakes of Holocene and latest Pleistocene ages in southern Indiana and Illinois: U.S. Geological Survey Open-File Report 96-724, 39 p.",1997,"Obermeier, S.F.",1024
"Obermeier, S.F., Bleuer, N.R., Munson, C.A., Munson, P.J., Martin, W.S., McWilliams, K.M., Tabaczynski, D.A., Odum, J.K., Rubin, M., and Eggert, D.L., 1991, Evidence of strong earthquake shaking in the lower Wabash Valley from prehistoric liquefaction features: Science, v. 251, p. 1061-1063.",1991,"Obermeier, S.F., Bleuer, N.R., Munson, C.A., Munson, P.J., Martin, W.S., McWilliams, K.M., Tabaczynski, D.A., Odum, J.K., Rubin, M., and Eggert, D.L.",1024
"Obermeier, S.F., Martin, J.R., Frankel, A.D., Youd, T.L., Munson, P.J., Munson, C.A., and Pond, E.C., 1993, Liquefaction evidence for one or more strong Holocene earthquakes in the Wabash Valley of southern Indiana and Illinois, with a preliminary estimate of magnitude: U.S. Geological Survey Professional Paper 1536, 27 p.",1993,"Obermeier, S.F., Martin, J.R., Frankel, A.D., Youd, T.L., Munson, P.J., Munson, C.A., and Pond, E.C.",1024
"Obermeier, S.F., Martin, J.R., Frankel, T.L., Munson, P.J., Munson, C.A., and Pond, E.C., 1993, Liquefaction evidence for one or more strong Holocene earthquakes in the Wabash Valley of southern Indiana and Illinois—U.S. estimated magnitudes and accelerations associated with prehistoric earthquakes in the Wabash Valley region of the central United States: Seismological Research Letters, v. 68, no. 4, p. 611-623.",1993,"Obermeier, S.F., Martin, J.R., Frankel, T.L., Munson, P.J., Munson, C.A., and Pond, E.C.",1024
"Obermeier, S.F., Munson, P.J., Munson, C.A., Martin, J.R., Frankel, A.D., Youd, T.L., and Pond, E.C., 1992, Liquefaction evidence for strong Holocene earthquake(s) in the Wabash Valley of Indiana-Illinois, <i>in</i> Johnston, A.C., Shedlock, K.M., Herrmann, R.B., and Hopper, M.G., eds., New Madrid special issue: Seismological Research Letters, v. 63, p. 321-335.",1992,"Obermeier, S.F., Munson, P.J., Munson, C.A., Martin, J.R., Frankel, A.D., Youd, T.L., and Pond, E.C.",1024
"Pond, E.C., and Martin, J.R., 1997, Estimated magnitudes and accelerations associated with prehistoric earthquakes in the Wabash Valley region of the central United States: Seismological Research Letters, v. 68, p. 611-623.",1997,"Pond, E.C., and Martin, J.R.",1024
"Taylor, K.B., Herrmann, R.B., Hamburger, M.W., Pavlis, G.L., Johnston, A., Langer, C., and Lam, C., 1989, The southeastern Illinois earthquake of 10 June 1987: Seismological Research Letters, v. 60, p. 101-110.",1989,"Taylor, K.B., Herrmann, R.B., Hamburger, M.W., Pavlis, G.L., Johnston, A., Langer, C., and Lam, C.",1024
"Burnett, A.W., and Schumm, S.A., 1983, Alluvial-river response to neotectonic deformation in Louisiana and Mississippi: Science, v. 222, p. 49-50.",1983,"Burnett, A.W., and Schumm, S.A.",1025
"Ewing, T.E., 1991, Structural framework, <i>in</i> Salvador, A., ed., The Gulf of Mexico basin: Boulder, Colorado, Geological Society of America, The Geology of North America, v. J, p. 31-52.",1991,"Ewing, T.E.",1025
"Johnson, O.H., Jr., 1958, The Monroe uplift: Transactions of the Gulf Coast Association of Geological Societies, v. 8, p. 24-32.",1958,"Johnson, O.H., Jr.",1025
"Schumm, S.A., 1986, Alluvial river response to active tectonics, <i>in</i> Active tectonics: Washington, D.C., National Academy Press, p. 80-94.",1986,"Schumm, S.A.",1025
"Cox, R.T., Van Arsdale, R.B., and Harris, J.B., 1998, Quaternary faulting in the southern Mississippi embayment: Eos, Transactions of the American Geophysical Union, v. 79, no. 17, p. S341.",1998,"Cox, R.T., Van Arsdale, R.B., and Harris, J.B.",1026
"Salvador, A., 1991, Origin and development of the Gulf of Mexico basin, <i>in</i> Salvador, A., ed., The Gulf of Mexico basin: Geological Society of America, The Geology of North America, v. J, p. 389-444.",1991,"Salvador, A.",1026
"Thomas, W.A., 1989, The Appalachian-Ouachita orogen beneath the Gulf Coastal Plain between the outcrops in the Appalachian and Ouachita Mountains, <i>in</i> Hatcher, R.D., Thomas, W.A., and Viele, G.W., eds., The Appalachian-Ouachita Orogen in the United States: Geological Society of America, The Geology of North America, v. F-2, p. 537-553.",1989,"Thomas, W.A.",1026
"Thomas, W.A., 1991, The Appalachian-Ouachita rifted margin of southeastern North America: Geological Society of America Bulletin, v. 103, p. 415-431.",1991,"Thomas, W.A.",1026
"Cox, R.T., 1994, Analysis of drainage-basin symmetry as a rapid technique to identify areas of possible Quaternary tilt-block tectonics—An example from the Mississippi embayment: Geological Society of America Bulletin, v. 106, p. 571-581.",1994,"Cox, R.T.",1026
"Cox, R.T., Van Arsdale, R.B., Harris, J.B., Forman, S.L., Beard, W., and Galluzzi, J., 2000, Quaternary faulting in the southern Mississippi embayment and implications for tectonics and seismicity in an intraplate setting: Geological Society of America Bulletin, v. 112, p. 1724-1735.",2000,"Cox, R.T., Van Arsdale, R.B., Harris, J.B., Forman, S.L., Beard, W., and Galluzzi, J.",1026
"Cox, R.T., Harris, J.B., Hill, A.A., Forman, S.L., Gardner, C., and Csontos, R., 2004, More evidence for young tectonism along the Saline River fault zone, southern Mississippi embayment [abs.]: Eos, Transactions of the American Geophysical Union, v. 85, no. 47, supplement, p. 1752-1753.",2004,"Cox, R.T., Harris, J.B., Hill, A.A., Forman, S.L., Gardner, C., and Csontos, R.",1026
"Harrison, R.W., 1999, Geologic map of the Thebes 7.5-minute quadrangle, Illinois and Missouri: U.S. Geological Survey Geologic quadrangle Map GQ-1779, scale 1:24,000.",1999,"Harrison, R.W.",1027a
"Harrison, R.W., Hoffman, D., Vaugn, J.D., Palmer, J.R., Wiscombe, C.L., McGeehin, J.P., Stephenson, W.J., Odum, J.K., Williams, R.A., and Forman, S.L., 1999, An example of neotectonism in a continental interior—Thebes Gap, Midcontinent, United States: Tectonophysics, v. 305, no. 1-3, p. 399-417.",1999,"Harrison, R.W., Hoffman, D., Vaugn, J.D., Palmer, J.R., Wiscombe, C.L., McGeehin, J.P., Stephenson, W.J., Odum, J.K., Williams, R.A., and Forman, S.L.",1027a
"Harrison, R.W., Palmer, J.R., Hoffman, D., Vaughn, J.D., Forman, S.L., McGeehin, J., and Frederiksen, N.O., 1997, Profiles and documentation of fault-exploration trenches in the English Hill area, Scott City 7.5-minute quadrangle, Missouri: U.S. Geological Survey Open-File Report 97-474, 111 p.",1997,"Harrison, R.W., Palmer, J.R., Hoffman, D., Vaughn, J.D., Forman, S.L., McGeehin, J., and Frederiksen, N.O.",1027a
"Harrison, R.W., and Schultz, A., 1994, Strike-slip faulting at Thebes Gap, Missouri-Illinois—Implications for New Madrid tectonism: Tectonics, v. 13, no. 2, p. 246-257.",1994,"Harrison, R.W., and Schultz, A.",1027a
"Palmer, J.R., Hoffman, D., Stephenson, W.J., Odorn, J.K., and Williams, R.A., 1997, Shallow seismic reflection profiles and geologic structure in the Benton Hills, southeast Missouri: Engineering Geology, v. 46, p. 217-233.",1997,"Palmer, J.R., Hoffman, D., Stephenson, W.J., Odorn, J.K., and Williams, R.A.",1027a
"Palmer, J.R., Shoemaker, M., Hoffman, D., Anderson, N.L., Vaughn, J.D., and Harrison, R.W., 1997, Seismic evidence of Quaternary faulting in the Benton Hills area, southeast Missouri: Seismological Research Letters, v. 68, p. 650-661.",1997,"Palmer, J.R., Shoemaker, M., Hoffman, D., Anderson, N.L., Vaughn, J.D., and Harrison, R.W.",1027a
"Stewart, D.R., 194, The Mesozoic and Cenozoic geology of southeastern Missouri: Missouri Division of Geology and Water Resources, 115 p.",194,"Stewart, D.R.",1027a
"Nelson, W.J., Harrison, R.W., and Hoffman, D., 1999, Neotectonics of the northern Mississippi embayment: Illinois State Geological Survey Guidebook 30, 34 p.",1999,"Nelson, W.J., Harrison, R.W., and Hoffman, D.",1027a
"Harrison, R.W., 1995, Chapter 7. Report on investigations of the Benton Hills, Scott County, Missouri, <i>in</i> Esling, S.P., and Blum, M.D., eds., Quaternary sections in southern Illinois and southeast Missouri: Midwest Friends of the Pleistocene, 42nd Annual Meeting, Southern Illinois University, Carbondale, May 19—21, 1995, Guidebook.",1995,"Harrison, R.W.",1027b
"Harrison, R.W., 1999, Geologic map of the Thebes 7.5-minute quadrangle, Illinois and Missouri: U.S. Geological Survey Geologic quadrangle Map GQ-1779, scale 1:24,000.",1999,"Harrison, R.W.",1027b
"Harrison, R.W., Hoffman, D., Vaugn, J.D., Palmer, J.R., Wiscombe, C.L., McGeehin, J.P., Stephenson, W.J., Odum, J.K., Williams, R.A., and Forman, S.L., 1999, An example of neotectonism in a continental interior—Thebes Gap, Midcontinent, United States: Tectonophysics, v. 305, no. 1-3, p. 399-417.",1999,"Harrison, R.W., Hoffman, D., Vaugn, J.D., Palmer, J.R., Wiscombe, C.L., McGeehin, J.P., Stephenson, W.J., Odum, J.K., Williams, R.A., and Forman, S.L.",1027b
"Harrison, R.W., and Schultz, A., 1994, Strike-slip faulting at Thebes Gap, Missouri-Illinois—Implications for New Madrid tectonism: Tectonics, v. 13, no. 2, p. 246-257.",1994,"Harrison, R.W., and Schultz, A.",1027b
"Stewart, D.R., 194, The Mesozoic and Cenozoic geology of southeastern Missouri: Missouri Division of Geology and Water Resources, 115 p.",194,"Stewart, D.R.",1027b
"Harrison, R.W., 1999, Geologic map of the Thebes 7.5-minute quadrangle, Illinois and Missouri: U.S. Geological Survey Geologic quadrangle Map GQ-1779, scale 1:24,000.",1999,"Harrison, R.W.",1027c
"Harrison, R.W., Hoffman, D., Vaugn, J.D., Palmer, J.R., Wiscombe, C.L., McGeehin, J.P., Stephenson, W.J., Odum, J.K., Williams, R.A., and Forman, S.L., 1999, An example of neotectonism in a continental interior—Thebes Gap, Midcontinent, United States: Tectonophysics, v. 305, no. 1-3, p. 399-417.",1999,"Harrison, R.W., Hoffman, D., Vaugn, J.D., Palmer, J.R., Wiscombe, C.L., McGeehin, J.P., Stephenson, W.J., Odum, J.K., Williams, R.A., and Forman, S.L.",1027c
"Harrison, R.W., and Schultz, A., 1994, Strike-slip faulting at Thebes Gap, Missouri-Illinois—Implications for New Madrid tectonism: Tectonics, v. 13, no. 2, p. 246-257.",1994,"Harrison, R.W., and Schultz, A.",1027c
"Stewart, D.R., 194, The Mesozoic and Cenozoic geology of southeastern Missouri: Missouri Division of Geology and Water Resources, 115 p.",194,"Stewart, D.R.",1027c
"Nelson, W.J., Harrison, R.W., and Hoffman, D., 1999, Neotectonics of the northern Mississippi embayment: Illinois State Geological Survey Guidebook 30, 34 p.",1999,"Nelson, W.J., Harrison, R.W., and Hoffman, D.",1027c
"Harrison, R.W., 1999, Geologic map of the Thebes 7.5-minute quadrangle, Illinois and Missouri: U.S. Geological Survey Geologic quadrangle Map GQ-1779, scale 1:24,000.",1999,"Harrison, R.W.",1027d
"Harrison, R.W., Hoffman, D., Vaugn, J.D., Palmer, J.R., Wiscombe, C.L., McGeehin, J.P., Stephenson, W.J., Odum, J.K., Williams, R.A., and Forman, S.L., 1999, An example of neotectonism in a continental interior—Thebes Gap, Midcontinent, United States: Tectonophysics, v. 305, no. 1-3, p. 399-417.",1999,"Harrison, R.W., Hoffman, D., Vaugn, J.D., Palmer, J.R., Wiscombe, C.L., McGeehin, J.P., Stephenson, W.J., Odum, J.K., Williams, R.A., and Forman, S.L.",1027d
"Harrison, R.W., and Schultz, A., 1994, Strike-slip faulting at Thebes Gap, Missouri-Illinois—Implications for New Madrid tectonism: Tectonics, v. 13, no. 2, p. 246-257.",1994,"Harrison, R.W., and Schultz, A.",1027d
"Stewart, D.R., 194, The Mesozoic and Cenozoic geology of southeastern Missouri: Missouri Division of Geology and Water Resources, 115 p.",194,"Stewart, D.R.",1027d
"Nelson, W.J., Harrison, R.W., and Hoffman, D., 1999, Neotectonics of the northern Mississippi embayment: Illinois State Geological Survey Guidebook 30, 34 p.",1999,"Nelson, W.J., Harrison, R.W., and Hoffman, D.",1027d
"Harrison, R.W., 1999, Geologic map of the Thebes 7.5-minute quadrangle, Illinois and Missouri: U.S. Geological Survey Geologic quadrangle Map GQ-1779, scale 1:24,000.",1999,"Harrison, R.W.",1027e
"Harrison, R.W., Hoffman, D., Vaugn, J.D., Palmer, J.R., Wiscombe, C.L., McGeehin, J.P., Stephenson, W.J., Odum, J.K., Williams, R.A., and Forman, S.L., 1999, An example of neotectonism in a continental interior—Thebes Gap, Midcontinent, United States: Tectonophysics, v. 305, no. 1-3, p. 399-417.",1999,"Harrison, R.W., Hoffman, D., Vaugn, J.D., Palmer, J.R., Wiscombe, C.L., McGeehin, J.P., Stephenson, W.J., Odum, J.K., Williams, R.A., and Forman, S.L.",1027e
